addr,usd,ether
0x2800ec80ea2b19fefb0f56e6070abf602f83afd1,0.0,0.0
0x142c10c90aa0a4dd588edf1ac54c3e959646cc2d,0.3,0.001
0x0760bfd74512ed0f143fcc67c957087ba787b3a6,0.0,0.0
0xb93e14d4f0ed692447dfa30672d974a7bdc364f3,0.0,0.0
0x94535a9cee64a0258af01c8cc41cfaf7bfb58f76,3.0,0.01
0xe9a7e86799fe3a0cc538b8a09d18e39a9b87766e,0.0,0.0
0x34b8ae154641782c9e2933d720f31ac3c9a990f8,0.0,0.0
0x7273ebcd172ea59de951585fee3f3cd6749f277c,0.0,0.0
0xe4aa399ac8c2c636c3f084f8176c01c5c73ed90e,105000.0,350.0
0x2b70211148e956955db8fd5beea4f634a5ad1744,0.0,0.0
0x4623913527a5511822e11490a91dade706f9d854,3.0,0.01
0x7ea366ed75b557294486c7349d383a59c549fced,0.0,0.0
0x46eb986afccd8e2edacfdc6aab13d81eba4ee99d,0.0,0.0
0x64ba2d5cb84b90b7e8107552bf7301ca3c26b295,0.0,0.0
0x8f7070b6b8e8ac245cc8735c32cccc12e178a99e,2235.9,7.5232
0x791ec02d41f9ce7f096b5f86d58b2bfa827c3eec,0.0,0.0
0x4b22e669bddff412ba47e5de4fc38fab4d93ed04,0.0,0.0
0x7f2a7eaa423970c29570b6c67fd4c2e271e9dd81,0.0,0.0
0xb4a2870e783d7b7b98b0a69eaa9926ef3b0e92da,0.0,0.0
0x1b25a52f29ef9a0d64f31cb380323f0c3174b81d,0.0,0.0
0x5a1a5986a8c13cd723f8ed4ad9c4738387e7ac1b,0.0,0.0
0xfbdf2c384ea983ae4ea18bace01b422494485096,0.0,0.0
0x25f602eb3497cfc37d70436513fca6df45a84181,5.79,0.0193
0x2431de5c5948fe71c57c9f271d97d44c1ea88c35,0.0,0.0
0xe9d7d845388311e478be278bc2b48afed5bdadde,600.0,2.0
0xc45f944b479880a71e976323ae8803e0fea69574,0.0,0.0
0x144e7593edd1e9703c3ba49e5d98a84c055ba0b3,0.0,0.0
0x8644f9a3df787089ca76a41cf4158ad1991e80f4,0.0,0.0
0x7bd1a91a8b83a8f3939c704a4b44d1c4f6b2b83f,0.0,0.0
0xe1c251b56e3de227c45b9a43f89927fabdbad6ab,0.0,0.0
0x69c90fa30d03a82a64451e971c39882054b0ad5d,0.0,0.0
0xfea0191dba1ca73f9728e904335ec98ad44203ef,0.0,0.0
0xec6ebd53ec5be5555968a8213a43a2bd9e0eb070,0.0,0.0
0xe2f30da7d29c64e05bae5848ee1185a272e6dd68,0.0,0.0
0x0ddffcc435d637fd10bf6f962e50c005839a17be,0.0,0.0
0x3bdb859ca3655417d054a594e011587b4ac46c35,0.0,0.0
0x62c00230b47cc17d6c9a871352568b3f4ffc5f1a,60.0,0.2
0xaca612ba532c64e87c4dd4edda68b2161dc5f593,0.0,0.0
0x28877c4cc1a482378daf961937660e8d4ffeefa1,3.0,0.01
0xf6e51ae30705cd7248d4d9ac602cb58cc4b61a52,419999.97000000003,1399.9999
0xde6d19362a97c72e9cfce5bb7c136bee9d70130b,0.0,0.0
0x9f040a1adac8c601881e41ade9b5b0dd65ad0c1c,0.0,0.0
0x2ee4ae9c1774d4e08934ecbf26121d758bc93965,0.0,0.0
0x0da3cb3046f72fcbb49edf01b04ab6efc6c0d8dc,767541.99,2558.4733
0x66ea39aee3f4a2e39d2f28b397a4daf0bffafd89,6750.75,22.72137362
0xaf85b07a6c61ed0317e61a8493db74a29c622ef1,0.0,0.0
0x8327f619e90d576407e5497106e546e29213cd0e,0.0,0.0
0x2243f00fca59f3468033cf3cf2c4bb8534f154f9,0.0,0.0
0x97695b2bb33736b7517303ac4be0863a4f0d7fe9,0.6,0.002
0x0e28db72b24fe9d5cfa5bd7e151541b48bbedab1,0.0,0.0
0xbd055fbd618f610bfca5075d57576675ddb676e3,0.0,0.0
0xf35ed576a74eac269380f36ee6f44ba64a57fce1,0.0,0.0
0x64397573d38897dd860cf8344ed55baf9a29e752,0.0,0.0
0x428c131b323161f549bf61da2a434d1a3a920b0b,150000.0,500.0
0x6e314220258a6fa41c2d50cd98f123ffff247d9e,150300.0,501.0
0xed89922d1fe9e5ad9b997ef315a4a14ba7b090cd,0.0,0.0
0xb03cc3fe8f21e0933eba76bc9817dfea3b33f3a3,0.0,0.0
0xcf914d0dc4535261afc0b95324376a0fc381d7b6,0.0,0.0
0xd1c56f6aaa42ea2f58909bbbd273e86225c35850,0.0,0.0
0xc1ad4aebc470176e5ecc2c87717096aa17e0af1a,0.0,0.0
0x655402a4433233085c23bf10556c4ecd094d4e43,0.0,0.0
0xff2cfdb1ab4067247c550f7e1a0c321e62558399,0.0,0.0
0x21675f1b593ac15c5585bca5e7778e4f391620bd,870.51,2.91083644
0xf2b1ac18de7b1f39bc1b4fb0bd548592efd056ca,0.0,0.0
0xafe1c046029ac21f6b45462dde38f61d3cbc607a,0.0,0.0
0x97e285c10c1195421e965c3edeb235ce28c65e1c,0.0,0.0
0x4073404129aea005a661f09c38bc64908b27a746,1498.5,4.995
0xbf357b557fcb2506041f52b475d91f3b6397cfb8,0.0,0.0
0x88370cad496cebc663a6b4b3127582ad2fcfc99a,0.0,0.0
0x49eafa4c392819c009eccdc8d851b4e3c2dda7d0,1357495.0799999998,4524.9836
0xb5bda6ea026aad1013b277ccc403f297deb124a2,0.0,0.0
0xabfe9ee7512e2291b95666f5f0e9de1b43659e56,8.97,0.0299
0x306f50526ccb718d74184b23b917cc981a94f97c,0.0,0.0
0x5483c2e726061fa518379820d863076aff39f7ea,240.0,0.8
0xb4b867a8a5872c185dc65f9f756bec7e1f26a8db,0.0,0.0
0x8ab0bea750695b06b810e6fccc02bd758c90f9ec,0.0,0.0
0xe4bd8e54814c54244b93beb8c83e924fdcc1da4c,0.0,0.0
0x199a4567ddbfa4426903e36b4752213ba1f34d64,5.28,0.0176
0x35dd33232bb08d749036d4ba87fa05352f1014bf,0.0,0.0
0x8b910bb7a02af0e13eb199b728218850c731dbab,0.0,0.0
0xdb9bf3575c9014065130b09d4febbc3fbb4b4227,0.0,0.0
0x52d1caa1e63b3fcf8de34108663f89ed2cfc7874,0.0,0.0
0x53ea709e81eefa48a311b2a582ad8057d45d4acc,105000.0,350.0
0xd31a34d621122bebe0dee360e33bbe61193d5b90,424828.74,1416.0958
0x38276b91330106451b3eab93c9a2b3fbd19d50be,0.0,0.0
0xadf189ba5aa503c8b3faf104e5175ee8d65b6a86,0.0,0.0
0x6673446bd38e2ec301de13ee1aa01b343199fc5c,0.0,0.0
0x1de748da20266aad571cc24af1c791240ae7f2e4,0.0,0.0
0x043dae09e7f51d02b8745bcf82c4c5ee86e4bc96,108000.0,360.0
0x7388fd3117ad58ca09d6655b00170bdb1f218db8,0.0,0.0
0xe28f9d0ddf33f4e788bc5918cb8f8ebebfa83467,0.0,0.0
0xed68e61b4b8c459fa77e82addc490972b8a3d102,0.0,0.0
0x88c27b1c75b5e8d0391e08100153d38a94ed06ac,0.0,0.0
0xa8871d303c501c39deb2abe118691eeeea813e30,135000.0,450.0
0xf22438c3c3c2f59bdac48a1a84db33e4fa82c701,0.0,0.0
0xdd21d75db9ed2fe97775ffa46e8fa1c8072cd15d,300.0,1.0
0x8d358fdc7e1ed7e69f7fb6d5daccc77282a2d737,0.12000000000000001,0.0004
0xaea2a12c382101c1e9e8bb6b6f14213aa97ad7a9,0.0,0.0
0x829778a21eabc3e4c6835689eea6eeb0857d1e03,30.0,0.1
0x49a0ffb48c8cbae349d20df2a7e8e74f6d228804,0.0,0.0
0xe5fea9091c533cbe0069248a56fd2226ec949d5a,0.0,0.0
0x8254c841544151fbfc656e2fd2e57f71aaadd592,0.0,0.0
0xe01c0bdc8f2a8a6220a4bed665ceeb1d2c716bcb,15.0,0.05
0x16a3daaa411b75a27ccf5281d52cadc01007853d,0.0,0.0
0xb69e024300f63c452ba0572405d53ca5e991dd77,1.5,0.005
0xe64ff72d09515593bf11f43aa4ec6765ce4270c4,0.0,0.0
0x09d9b2f572f4c7c99631349f2dbad34273aea997,30.0,0.1
0x58d7b92089b22422bd04e27d02146111adf53cd8,0.0,0.0
0x5618d755634d226204e925872c9d236b5627f957,0.0,0.0
0x5ec8dcdcc9932c954077f5eabfcbb13beb6c0840,0.0,0.0
0xb696bee07c81b57ef2832353a7e8b26f4c80cc65,3.0,0.01
0x4ff2aa45ac9975b87b410aaec49d98050a4074da,0.0,0.0
0x2e3efc824210201065663a56d92aa09ac5762da4,0.0,0.0
0xc1d787c7a1a98b187c31362b588447e5a945fcbb,1.5,0.005
0x1cad47ca8f30a144d88b573480a78ca3c84e4abc,0.0,0.0
0x81158ddcdba6a6341027e771d72865d86666c100,0.0,0.0
0xf2a6f6efe5d92605f6a8564caf39d16d5727fe07,0.0,0.0
0x3853a8344c162cc19d2cad87ee7d1e6159f703ca,0.0,0.0
0x0f6f59698719113cd8bec98bd87536a776808f81,0.0,0.0
0xeb011ebe376358de424adfbd7807ba4d1e424ce7,0.0,0.0
0xb374ad7c24e5ca585d43884d9a1f5ff8165d9bfd,0.0,0.0
0xac3c64644d3ca6f960308ed7cd79bfa794bf12b1,2.1,0.007
0x6492780dc59598c6f8a4984c6deffd4600ba0003,524100.0,1747.0
0xcda9eb698fc1966d0e92746b465ba07a6c6e981c,0.0,0.0
0x4405cdf409d270fa55f9a4020c3b5772bf1a1a10,89.7,0.299
0xef5da7752c084df1cc719c64bbe06fa98b2c554c,103649.85,345.4995
0x2f56c5f0b2548ce52fac5512b76eadbb2c511a7f,1300.25,4.35012337
0xecf58466edce800c40468115350980e038497aa3,0.0,0.0
0x5e7abd3ce3b4aa69d9a8b75810e0388a0d9c65fa,0.0,0.0
0x04c2c8b15cbdac0b5d18a19bd2acd704b0378fa0,0.0,0.0
0x47c663ba238fb5c66fa7ac92c33a86a41da261de,178200.0,594.0
0xfa524ac26ec6ec26a446172086344da9e75e14fa,0.0,0.0
0x05e415a1626d9d6f7a79916021394c38f5bdd2e4,0.0,0.0
0xa678be52ec645836c2fecdc08dfc403117748cd8,0.0,0.0
0x8655d6bf4abd2aa47a7a4ac19807b26b7609b61d,900000.0,3000.0
0x5f3ce3907e7e4c5b5b8d04dd3211ca8b81a64733,222428.16,741.4272
0x371dd92422ecf0420fc419a0953f9be886be52d8,0.0,0.0
